"2014/03/05","532.3600","7142985.0000","530.9200","534.7500","529.1300"
"2014/03/04","531.2400","9253203.0000","531.0000","532.6400","527.7700"
"2014/03/03","527.7600","8524509.0000","523.4200","530.6500","522.8100"
"2014/02/28","526.2400","13275740.0000","529.0800","532.7500","522.1200"
"2014/02/27","527.6700","10777800.0000","517.1400","528.7800","516.0500"
"2014/02/26","517.3500","9860607.0000","523.6100","525.0000","515.6000"
"2014/02/25","522.0600","8280227.0000","529.3800","529.5650","521.0000"
"2014/02/24","527.5500","10315560.0000","523.1500","529.9199","522.4200"
"2014/02/21","525.2500","9955432.0000","532.7930","534.5700","524.6000"
"2014/02/20","531.1500","10922480.0000","532.9900","537.0000","529.0000"
"2014/02/19","537.3700","11202270.0000","544.7500","546.8900","534.3500"
"2014/02/18","545.9900","9292583.0000","546.0000","551.1900","545.6100"
"2014/02/14","543.9900","9770748.0000","542.4700","545.9799","541.2100"
"2014/02/13","544.4300","10970010.0000","534.6600","544.8500","534.2000"
"2014/02/12","535.9200","10999200.0000","536.9500","539.5600","533.2400"
"2014/02/11","535.9600","10069920.0000","530.6100","537.7500","529.5000"
"2014/02/10","528.9900","12334660.0000","518.6600","531.9900","518.0000"
"2014/02/07","519.6800","13349270.0000","521.3800","522.9299","517.3800"
"2014/02/06","512.5100","9202160.0000","510.0600","513.5000","507.8100"
"2014/02/05","512.5900","11724690.0000","506.5600","515.2800","506.2519"
"2014/02/04","508.7900","13452390.0000","505.8500","509.4600","502.7600"
"2014/02/03","501.5300","14335410.0000","502.6100","507.7300","499.3000"
"2014/01/31","500.6000","16598810.0000","495.1800","501.5300","493.5500"
"2014/01/30","499.7820","24228850.0000","502.5400","506.5000","496.7000"
"2014/01/29","500.7500","17954200.0000","503.9500","507.3700","498.6200"
"2014/01/28","506.5000","38043210.0000","508.7600","515.0000","502.0700"
"2014/01/27","550.5000","19418120.0000","550.0700","554.8000","545.7500"
"2014/01/24","546.0700","15420450.0000","554.0000","555.6200","544.7500"
"2014/01/23","556.1800","14400510.0000","549.9400","556.5000","544.8064"
"2014/01/22","551.5100","13563100.0000","550.9150","557.2900","547.8100"
"2014/01/21","549.0700","11699570.0000","540.9900","550.0700","540.4200"
"2014/01/17","540.6700","15237260.0000","551.4800","552.0700","539.9000"
"2014/01/16","554.2500","8187574.0000","554.9000","556.8500","551.6800"
"2014/01/15","557.3600","13984080.0000","553.5200","560.2000","551.6600"
